StaticId;Name;Not identified name;Notes
415;Прыжок;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.
416;Щит;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.
417;Молния;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.
418;Невидимость;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.
419;Точный взрыв;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.
420;Полет;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.
421;Звездопад;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Великого Магистра, чтобы выучить это заклинание.
422;Пробуждение;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.
423;Распыление яда;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.
424;Устойчивость к Воде;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.
425;Ледяная Молния;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.
426;Хождение по воде;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.
427;Перезарядка;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.
428;Всплеск кислоты;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.
429;Талисман;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.
430;Портал города;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.
431;Ледяной взрыв;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.
432;Маяк Ллойда;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Великого Магистра, чтобы выучить это заклинание.
433;Шок;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.
434;Замедление;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.
435;Защита от земли;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.
436;Рой смерти;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.
437;Каменная кожа;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.
438;Лезвия;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.
439;Из Камня в Плоть;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.
440;Взрыв Камня;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.
441;Телекинез;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.
442;Цветок Смерти;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.
443;Изменение веса;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Великого Магистра, чтобы выучить это заклинание.
444;Детектор Жизни;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.
445;Благословение;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.
446;Судьба;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.
447;Бег мертвецов;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.
448;Снятие Порчи;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.
449;Сохранение;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.
450;Мужество;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.
451;Плеть Духа;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.
452;Оживление;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.
453;Общая жизнь;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.
454;Воскрешение;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Великого Магистра, чтобы выучить это заклинание.
455;Снятие Страха;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.
456;Удар Мысли;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.
457;Устойчивость к Мысли;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.
458;Телепатия;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.
459;Очарование;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.
460;Лечение паралича;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.
461;Берсерк;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.
462;Массовый Страх;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.
463;Лечение Безумия;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.
464;Психический Шок;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.
465;Порабощение;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Великого Магистра, чтобы выучить это заклинание.
466;Лечение Слабости;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.
467;Первая помощь;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.
468;Защита от тела;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.
469;Вред;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.
470;Лечение ран;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.
471;Противоядие;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.
472;Руки-молоты;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.
473;Лечение Болезни;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.
474;Защита от Магии;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.
475;Летающий Кулак;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.
476;Исцеление;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Великого Магистра, чтобы выучить это заклинание.
477;Молния света;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.
478;Нежить;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.
479;Снятие Чар;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.
480;Паралич;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.
481;Элементал;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.
482;День Богов;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.
483;Свет призмы;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.
484;День Защиты;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Мастера, чтобы выучить это заклинание.
485;Час Могущества;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Мастера, чтобы выучить это заклинание.
486;Луч Солнца;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Мастера, чтобы выучить это заклинание.
487;Божество;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Великого Магистра, чтобы выучить это заклинание.
488;Реанимация;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы, чтобы выучить это заклинание.
489;Облако-токсин;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы, чтобы выучить это заклинание.
490;Оружие-вампир;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы, чтобы выучить это заклинание.
491;Сжимающий Луч;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы, чтобы выучить это заклинание.
492;Шрапнель;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Эксперта, чтобы выучить это заклинание.
493;Глава нежити;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Эксперта, чтобы выучить это заклинание.
494;Отражение Боли;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Эксперта, чтобы выучить это заклинание.
495;Убийство жертвы;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Мастера, чтобы выучить это заклинание.
496;Дыхание Дракона;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Мастера, чтобы выучить это заклинание.
497;Армагеддон;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Мастера, чтобы выучить это заклинание.
498;Испить Душу;Книга Заклинаний;Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тьмы на уровне Великого Магистра, чтобы выучить это заклинание.
499;_scroll/book499;_scroll/book499;Описание здесь.
500;Леший;Артефакт;(Скорость +40, Быстрота) Древние волшебные чары Лешего заставляют его практически лететь в горло врага.  Никто не знает, где и когда был создан Леший, но участие фей при его изготовлении очевидно.
501;Железное Перо;Артефакт;(Сила +40, 6-15 очков урона от Грома) Необыкновенно легкий двуручный меч Железное Перо  повышает Силу своего владельца и делает обращение с тяжелым оружием более легким.  Это сочетание почти позволяет использовать меч одной рукой - единственной проблемой остается только большой размер клинка.  
502;Уоллес;Артефакт;(Навык Оружейника +10, Сила духа +40) Уоллес каким-то образом нашел дорогу в руки мятежников и подстрекателей.  Это оружие улучшает как способности, так и уверенность владельцев в собственных силах, что часто приводит их к рискованным делам, которых можно было бы избежать.  Хотя ни одна из амбиций его прежних владельцев так и не была реализована, еще никто никогда не отказывался взять Уоллес на вооружение, услышав его сладкозвучную песню.
503;Корсар;Артефакт;(Навык воровства +5, навык нейтрализации ловушек +5, Удача +40) Корсар - один из прекраснейших видов оружия, когда-либо выпускавшихся в регнанских оружейных мастерских.  Всегда верные природе, регнанские кузнецы изготовили оружие, которое помогало бы имперским усилиям по сбору налогов в открытых морях и прибрежных городах.  Еще ни разу Регна не создала оружия, которое бы не стремилось бы к ее эгоистическим целям за счет других.
504;Доспехи Правителя;Артефакт;(Половина урона от метательного оружия, +10 ко всем показателям) Принадлежавшие колониальному Правителю Падишу во время Забвения, эти фантастические доспехи побывали во многих кладах.  Подобно многим творениям Небесной Кузницы, кольчугу почти не возможно повредить и ее подобия больше не изготовить ни в одной кузнице страны.
505;Йоруба;Артефакт;(Иммунитет к болезням, безумию, параличу, яду, сну и окаменению, Выносливость +25) Названные в честь своего владельца и создателя, Йоруба - это чрезвычайно прочные, устойчивые к магии латы.  Из-за высокой дороговизны брони латы были сделаны сборными, и это заметно.  Различные части лат сделаны из различных материалов: самые дорогие - в нагруднике.  В нагруднике два мелких отверстия, которые первый собственник так никогда и не заделал, возможно, по сентиментальным причинам.
506;Колун;Артефакт;( Разрушительный удар, Защита от огня +50) Хотя и мощный, Колун никогда не принадлежал долгое время одному собственнику.  Лезвие испускает сильные взрывы огня при ударе, и магической защиты от Огня, которую дает оружие, недостаточно, чтобы полностью защитить его владельца от взрыва.
507;Гибель Вурдалака;Артефакт;(Умерщвление живых мертвецов, иммунитет к параличу, 3-18 единиц урона от Огня) Топор Гибель Вурдалака был заказан Церковью Солнца более 150 лет назад, как часть их усилий по разрушению все возрастающей популяции нежити, создаваемой Церковью Луны.  Хотя оно и мощное, это только одно оружие, а нежити - легион.  Церковь Солнца пала в 1083 г. П.З.
508;Виселица;Артефакт;(Умерщвление живых мертвецов, драконов, демонов) По меньшей мере безжалостное оружие, копье Виселица было изготовлено Мекориком Слепым, чтобы положить конец веку Монстров и способствовать веку Человека.  Благородная идея, но она не сработала.  Виселица часто отсутствует годами, а затем ее вновь отыскивают амбициозные искатели приключений в какой-нибудь сокровищнице дракона.  Сила этого оружия часто вдохновляет таких искателей приключений перенести его в логово другого дракона, где оно снова исчезает на годы.
